datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
2006-09-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27302849,112,50 - 99 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Faerch Plast s.r.o.
2006-07-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27578330,112,250 - 499 zaměstnanců,Velemyšleves,Společnost s ručením omezeným,Louny,CZ0424,"Hitachi Automotive Systems Czech, s.r.o."
2006-06-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27566005,112,1000 - 1499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,PLAKOR CZECH s.r.o.
2006-02-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27424481,112,100 - 199 zaměstnanců,Karviná,Společnost s ručením omezeným,Karviná,CZ0803,Baumann Springs s.r.o.
2006-06-15,2013-10-02,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27568300,112,Bez zaměstnanců,Staňkovice,Společnost s ručením omezeným,Louny,CZ0424,"Panasonic Liquid Crystal Display Czech, s.r.o. v likvidaci"
2006-09-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27779017,112,250 - 499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,CROMODORA WHEELS s.r.o.
2006-08-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27580792,112,50 - 99 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,"Hill's Pet Nutrition Manufacturing, s.r.o."
2000-01-24,2015-12-04,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26020971,112,Neuvedeno,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,UMDASCH Shop - Concept spol. s r.o. v likvidaci
1991-12-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,43875548,121,250 - 499 zaměstnanců,Praha 10,Akciová společnost,Praha,CZ0100,CZECH PRINT CENTER a.s.
1997-03-19,,Nefinanční podniky soukromé národní,11002,25100467,121,Neuvedeno,Praha 14,Akciová společnost,Praha,CZ0100,BOHEMIA PRINT a.s.
2004-11-29,2011-04-06,,,27198251,121,25 - 49 zaměstnanců,Dobrovice,Akciová společnost,Mladá Boleslav,CZ0207,"Agroetanol TTD, a.s."
1996-07-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25201581,112,250 - 499 zaměstnanců,Plzeň 2-Slovany,Společnost s ručením omezeným,Plzeň-město,CZ0323,CHRIST CAR WASH s.r.o.
2006-05-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26105314,112,250 - 499 zaměstnanců,Písek,Společnost s ručením omezeným,Písek,CZ0314,"Faurecia Components Písek, s.r.o."
2006-03-24,2009-08-19,,,27438643,112,Neuvedeno,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,AISIN AI CZECH s.r.o.
1993-07-07,2010-05-24,,,49615823,112,Neuvedeno,Horní Počaply,Společnost s ručením omezeným,Mělník,CZ0206,"Vinterio s.r.o. ""v likvidaci"""
1990-11-01,,Nefinanční podniky soukromé národní,11002,00536016,121,250 - 499 zaměstnanců,Třinec,Akciová společnost,Frýdek-Místek,CZ0802,"WALMARK, a.s."
1994-10-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62497219,112,500 - 999 zaměstnanců,Kaplice,Společnost s ručením omezeným,Český Krumlov,CZ0312,Engel strojírenská spol. s r.o.
1999-05-07,2010-10-01,,,25402081,112,1000 - 1499 zaměstnanců,Jablonec nad Nisou,Společnost s ručením omezeným,Jablonec nad Nisou,CZ0512,Lucas Varity s.r.o.
2005-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27405541,112,100 - 199 zaměstnanců,Most,Společnost s ručením omezeným,Most,CZ0425,Ros Czech s.r.o.
1999-05-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25233009,112,500 - 999 zaměstnanců,Jablonec nad Nisou,Společnost s ručením omezeným,Jablonec nad Nisou,CZ0512,"AKT plastikářská technologie Čechy, spol. s r.o."
2006-09-11,2012-04-12,,,26109760,112,Neuvedeno,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,"Wienerberger cihelna Brozany, spol. s r.o. v likvidaci"
2005-08-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27479803,112,100 - 199 zaměstnanců,Ždírec nad Doubravou,Společnost s ručením omezeným,Havlíčkův Brod,CZ0631,"Czech LANA, s.r.o."
2005-05-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27249026,112,100 - 199 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Flexfill s.r.o.
2006-03-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27289729,112,100 - 199 zaměstnanců,Havraň,Společnost s ručením omezeným,Most,CZ0425,STARCAM s.r.o.
1992-04-17,,Nefinanční podniky soukromé národní,11002,44568843,112,25 - 49 zaměstnanců,Ústí nad Labem-Severní Terasa,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,NORTH VIDEO s.r.o.
1999-06-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25568663,121,250 - 499 zaměstnanců,Boskovice,Akciová společnost,Blansko,CZ0641,"ITAB Shop Concept CZ, a.s."
1994-05-20,,Nefinanční podniky soukromé národní,11002,47677023,112,2000 - 2499 zaměstnanců,Přerov,Společnost s ručením omezeným,Přerov,CZ0714,"Meopta - optika, s.r.o."
2006-11-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27709361,113,100 - 199 zaměstnanců,Cvrčovice,Společnost komanditní,Brno-venkov,CZ0643,Quaprotek Manufacturing k.s.
2001-12-29,,Nefinanční podniky soukromé národní,11002,26502658,112,250 - 499 zaměstnanců,Jirny,Společnost s ručením omezeným,Praha-východ,CZ0209,"LE & CO - Ing. Jiří Lenc, s.r.o."
2006-06-28,,Nefinanční podniky soukromé národní,11002,27772292,112,250 - 499 zaměstnanců,Martinov,Společnost s ručením omezeným,Ostrava-město,CZ0806,"PEKÁRNA HRUŠKA, spol. s r.o."
1994-11-03,,Nefinanční podniky soukromé národní,11002,49824732,112,100 - 199 zaměstnanců,Planá nad Lužnicí,Společnost s ručením omezeným,Tábor,CZ0317,IMG BOHEMIA s.r.o.
2005-12-20,,Nefinanční podniky soukromé národní,11002,27404161,121,Neuvedeno,Kolín,Akciová společnost,Kolín,CZ0204,"BIOLÍH Kolín, a.s."
1991-01-01,,Nefinanční podniky soukromé národní,11002,00012190,121,2500 - 2999 zaměstnanců,Praha 10,Akciová společnost,Praha,CZ0100,MITAS a.s.
2006-02-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27678130,112,50 - 99 zaměstnanců,Ždánice,Společnost s ručením omezeným,Hodonín,CZ0645,"CIE Ždánice, s.r.o."
2005-12-14,,Nefinanční podniky soukromé národní,11002,26877091,121,1 - 5 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,BYTTEK BOHUMÍN a.s.
2000-03-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26165261,121,200 - 249 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,"ROCKWOOL, a.s."
2002-11-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26052377,112,500 - 999 zaměstnanců,Písek,Společnost s ručením omezeným,Písek,CZ0314,AISIN EUROPE MANUFACTURING CZECH s.r.o.
2006-06-15,,Nefinanční podniky soukromé národní,11002,27771245,121,100 - 199 zaměstnanců,Prostějov,Akciová společnost,Prostějov,CZ0713,PROFROST a.s.
1991-06-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00547425,112,250 - 499 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,"Bosch Rexroth, spol. s r.o."
1999-07-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25782983,112,500 - 999 zaměstnanců,Šumperk,Společnost s ručením omezeným,Šumperk,CZ0715,"Pramet Tools, s.r.o."
2006-12-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27637646,112,10 - 19 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,"Etagra, s.r.o."
1991-09-10,,Nefinanční podniky soukromé národní,11002,42293588,112,250 - 499 zaměstnanců,Kyjov,Společnost s ručením omezeným,Hodonín,CZ0645,"Šroubárna Kyjov, spol. s r.o."
2006-01-25,,Nefinanční podniky soukromé národní,11002,27419762,121,25 - 49 zaměstnanců,Praha 14,Akciová společnost,Praha,CZ0100,SHANGHAI MALING (CZECH) a.s.
2003-09-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27088219,112,200 - 249 zaměstnanců,Uherské Hradiště,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,Schlote-Automotive Czech s.r.o.
1997-12-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25387146,121,500 - 999 zaměstnanců,Valašské Meziříčí,Akciová společnost,Vsetín,CZ0723,PWO Czech Republic a.s.
1995-11-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63484021,112,250 - 499 zaměstnanců,Sebranice,Společnost s ručením omezeným,Blansko,CZ0641,"ALPS Electric Czech, s.r.o."
1994-03-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60932538,112,250 - 499 zaměstnanců,Svitavy,Společnost s ručením omezeným,Svitavy,CZ0533,MWV Svitavy s.r.o.
2006-04-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26104296,112,25 - 49 zaměstnanců,Bystřany,Společnost s ručením omezeným,Teplice,CZ0426,Mayweg CZ spol. s r.o.
2000-03-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26161516,121,500 - 999 zaměstnanců,Štětí,Akciová společnost,Litoměřice,CZ0423,Mondi Štětí a.s.
1998-05-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25398075,112,100 - 199 zaměstnanců,Petrovice u Karviné,Společnost s ručením omezeným,Karviná,CZ0803,Bekaert Petrovice s.r.o.
2007-02-26,2014-08-29,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27315924,112,Neuvedeno,Litvínov,Společnost s ručením omezeným,Most,CZ0425,"Catalytic Solutions Czechia s.r.o., v likvidaci"
2005-01-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26954664,112,250 - 499 zaměstnanců,Prostějov,Společnost s ručením omezeným,Prostějov,CZ0713,Mubea IT Spring Wire s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45534187,121,2000 - 2499 zaměstnanců,Dvůr Králové nad Labem,Akciová společnost,Trutnov,CZ0525,JUTA a.s.
2007-05-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27892131,112,500 - 999 zaměstnanců,Krupka,Společnost s ručením omezeným,Teplice,CZ0426,Personna International CZ s.r.o.
2003-01-23,,Nefinanční podniky soukromé národní,11002,26311208,121,100 - 199 zaměstnanců,Lovosice,Akciová společnost,Litoměřice,CZ0423,"PREOL, a.s."
1991-10-30,,Nefinanční podniky soukromé národní,11002,41035895,121,100 - 199 zaměstnanců,Herink,Akciová společnost,Praha-východ,CZ0209,"Pekárna Zelená louka, a.s."
1996-09-01,,Nefinanční podniky soukromé národní,11002,25255843,121,250 - 499 zaměstnanců,Česká Třebová,Akciová společnost,Ústí nad Orlicí,CZ0534,"KORADO, a.s."
2007-02-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27655784,112,100 - 199 zaměstnanců,Brno-Slatina,Společnost s ručením omezeným,Brno-město,CZ0642,"Banta Global Turnkey, s.r.o."
1992-04-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45245126,112,250 - 499 zaměstnanců,Kouřim,Společnost s ručením omezeným,Kolín,CZ0204,LONZA BIOTEC s.r.o.
1992-06-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45799261,112,500 - 999 zaměstnanců,Čestlice,Společnost s ručením omezeným,Praha-východ,CZ0209,"REHAU Automotive, s.r.o."
1996-09-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25257064,112,500 - 999 zaměstnanců,Polička,Společnost s ručením omezeným,Svitavy,CZ0533,Ravensburger Karton s.r.o.
2006-09-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27962369,112,100 - 199 zaměstnanců,Aš,Společnost s ručením omezeným,Cheb,CZ0411,Bekaert Textiles CZ s.r.o.
1994-10-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62417690,112,250 - 499 zaměstnanců,Jihlava,Společnost s ručením omezeným,Jihlava,CZ0632,"KRONOSPAN CR,spol. s r.o."
2007-04-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27799492,112,250 - 499 zaměstnanců,Třinec,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,"DONGWON CZ, s.r.o."
1992-05-01,,Nefinanční podniky soukromé národní,11002,45534276,121,1000 - 1499 zaměstnanců,Broumov,Akciová společnost,Náchod,CZ0523,"VEBA, textilní závody a.s."
2007-01-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27714152,112,100 - 199 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,"Wistron InfoComm (Czech), s.r.o."
2006-11-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27626989,112,Neuvedeno,Praha 3,Společnost s ručením omezeným,Praha,CZ0100,Arjowiggins Czech Republic koncernový podnik s.r.o.
2006-10-24,,Nefinanční podniky soukromé národní,11002,27781291,121,25 - 49 zaměstnanců,Vítkovice,Akciová společnost,Ostrava-město,CZ0806,VÍTKOVICE RECYCLING a.s.
2006-04-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27764052,112,100 - 199 zaměstnanců,Frýdlant nad Ostravicí,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,"BATZ CZECH, s.r.o."
2001-11-19,,Nefinanční podniky soukromé národní,11002,26491826,121,250 - 499 zaměstnanců,Praha 4,Akciová společnost,Praha,CZ0100,Wikov MGI a.s.
2006-08-11,,Nefinanční podniky soukromé národní,11002,27774198,112,Neuvedeno,Horní Loděnice,Společnost s ručením omezeným,Olomouc,CZ0712,"RUBE OIL, s.r.o. ""v likvidaci"""
2002-04-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26695081,112,250 - 499 zaměstnanců,Lovosice,Společnost s ručením omezeným,Litoměřice,CZ0423,"Aoyama Automotive Fasteners Czech, s.r.o."
1995-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63998203,121,500 - 999 zaměstnanců,Písek,Akciová společnost,Písek,CZ0314,s. n. o. p. cz a.s.
2006-09-07,,Nefinanční podniky soukromé národní,11002,27302946,112,1 - 5 zaměstnanců,Praha 5,Společnost s ručením omezeným,Praha,CZ0100,"EUROPAHAUS GROUP, s.r.o."
1999-10-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25927850,112,250 - 499 zaměstnanců,Horka u Staré Paky,Společnost s ručením omezeným,Semily,CZ0514,"Suchánek & Walraven, s.r.o."
2003-02-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26764181,112,250 - 499 zaměstnanců,Pardubice VI,Společnost s ručením omezeným,Pardubice,CZ0532,JTEKT Automotive Czech Pardubice s.r.o.
2006-10-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27607631,112,100 - 199 zaměstnanců,Karviná,Společnost s ručením omezeným,Karviná,CZ0803,SEJONG Czech s.r.o.
1994-08-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61173614,112,500 - 999 zaměstnanců,Klatovy,Společnost s ručením omezeným,Klatovy,CZ0322,Rodenstock ČR s.r.o.
1996-04-01,,Nefinanční podniky soukromé národní,11002,61058041,121,1000 - 1499 zaměstnanců,Třemošnice,Akciová společnost,Chrudim,CZ0531,KOVOLIS HEDVIKOV a.s.
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2008-02-13,,Nefinanční podniky soukromé národní,11002,27531708,112,100 - 199 zaměstnanců,Bystřec,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,"Formplast Purkert CZ, s.r.o."
2000-02-07,,Nefinanční podniky soukromé národní,11002,26152924,121,100 - 199 zaměstnanců,Čakovičky,Akciová společnost,Mělník,CZ0206,"Styrotrade, a.s."
2002-04-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26694778,112,250 - 499 zaměstnanců,Klášterec nad Ohří,Společnost s ručením omezeným,Chomutov,CZ0422,DONALDSON CZECH REPUBLIC s.r.o.
1999-09-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26116219,121,50 - 99 zaměstnanců,Mělník,Akciová společnost,Mělník,CZ0206,RETAL Czech a.s.
2007-06-29,,Nefinanční podniky soukromé národní,11002,28068262,112,25 - 49 zaměstnanců,Dolní Bukovsko,Společnost s ručením omezeným,České Budějovice,CZ0311,HELUZ s.r.o.
2002-11-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26734851,112,500 - 999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,JTEKT Automotive Czech Plzen s.r.o.
2006-05-15,,Nefinanční podniky soukromé národní,11002,27767680,121,500 - 999 zaměstnanců,Krnov,Akciová společnost,Bruntál,CZ0801,Kofola a.s.
2006-07-26,,Nefinanční podniky soukromé národní,11002,26108020,112,Neuvedeno,Humpolec,Společnost s ručením omezeným,Pelhřimov,CZ0633,STANDARD GRANITE s.r.o.
2007-11-14,2015-04-30,Ostatní finanční zprostředkovatelé (kromě IC a PF) pod zahraniční kontrolou,12503,28073461,112,Neuvedeno,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,"Wienerberger cihelna Hodonín, spol. s r. o."
2007-05-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27897478,112,250 - 499 zaměstnanců,Havraň,Společnost s ručením omezeným,Most,CZ0425,RAI MOST s.r.o.
2006-07-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27773035,112,2500 - 2999 zaměstnanců,Nižní Lhoty,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,Hyundai Motor Manufacturing Czech s.r.o.
1992-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47455705,112,500 - 999 zaměstnanců,Turnov,Společnost s ručením omezeným,Semily,CZ0514,KAMAX s.r.o.
2007-03-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27872092,112,250 - 499 zaměstnanců,Český Těšín,Společnost s ručením omezeným,Karviná,CZ0803,PHA Czech s.r.o.
1993-02-01,,Nefinanční podniky soukromé národní,11002,47973293,112,100 - 199 zaměstnanců,Krnov,Společnost s ručením omezeným,Bruntál,CZ0801,"ELFE, s.r.o."
2007-02-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27866386,112,50 - 99 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,Nitto Denko Czech s.r.o.
1993-01-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46995030,112,500 - 999 zaměstnanců,Boskovice,Společnost s ručením omezeným,Blansko,CZ0641,Novibra Boskovice s.r.o.
1995-12-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47124539,112,100 - 199 zaměstnanců,Chrudim,Společnost s ručením omezeným,Chrudim,CZ0531,"SIAG CZ, s.r.o."
1993-05-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48360716,112,500 - 999 zaměstnanců,Horšovský Týn,Společnost s ručením omezeným,Domažlice,CZ0321,Gerresheimer Horsovsky Tyn spol. s r.o.
2006-02-20,2013-01-31,,,27426360,112,Neuvedeno,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,ELITECHNICS Czech s.r.o.
1992-04-01,,Nefinanční podniky soukromé národní,11002,45193444,121,1 - 5 zaměstnanců,Kopřivnice,Akciová společnost,Nový Jičín,CZ0804,"TATRA, a.s."
1992-12-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48038296,112,250 - 499 zaměstnanců,Brandýs nad Labem-Stará Boleslav,Společnost s ručením omezeným,Praha-východ,CZ0209,"BAUMIT, spol. s r.o."
